	Query	Path_Bandage_x	Start_Bandage_x	End_Bandage_x	Extracted_Path_x	Start_SPAligner_x	End_SPAligner_x	Path_SPAligner_x	FinalResultBandageVSSPAligner	Path_Bandage_y	Start_Bandage_y	End_Bandage_y	Extracted_Path_y	Start_GraphAligner_x	End_GraphAligner_x	Path_GraphAligner_x	FinalResultBandageVSGraphAligner	Start_SPAligner_y	End_SPAligner_y	Path_SPAligner_y	Start_GraphAligner_y	End_GraphAligner_y	Path_GraphAligner_y	SPAlignerVSGraphAligner
91	gb|HQ874631|+|0-864|ARO:3002346|GES-17	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
92	gb|JCMW02000002.1|-|55721-56522|ARO:3004489|OXA-663	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 23, 72, 23, 72, 72, 72, 72	52, 52, 55, 55, 52, 52, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 32575361,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 74766869, 27276706,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	1	626	801	Different	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 23, 72, 23, 72, 72, 72, 72	52, 52, 55, 55, 52, 52, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 32575361,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 74766869, 27276706,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	8	808	26012357, 758212	Different	1	626	801	8	808	26012357, 758212	Different
93	gb|JF795487|+|0-828|ARO:3001487|OXA-210	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	740	828	Different	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	898	32571183, 5674312	Different	71	740	828	71	898	32571183, 5674312	Different
94	gb|JF800667|+|657-1458|ARO:3001483|OXA-205	(19) 2556907-, 1160229-, 25425969- (71) , (19) 2556907-, 1160229-, 26511913- (71) , (222) 83520186+, 1160229-, 25425969- (71) , (222) 83520186+, 1160229-, 26511913- (71)	19, 19, 222, 222	71, 71, 71, 71	2556907, 1160229, 25425969,2556907, 1160229, 26511913,83520186, 1160229, 25425969,83520186, 1160229, 26511913	19	579	801	Different	(19) 2556907-, 1160229-, 25425969- (71) , (19) 2556907-, 1160229-, 26511913- (71) , (222) 83520186+, 1160229-, 25425969- (71) , (222) 83520186+, 1160229-, 26511913- (71)	19, 19, 222, 222	71, 71, 71, 71	2556907, 1160229, 25425969,2556907, 1160229, 26511913,83520186, 1160229, 25425969,83520186, 1160229, 26511913	19	819	2556907, 1160229, 25425969	Different	19	579	801	19	819	2556907, 1160229, 25425969	Different
95	gb|JF969163|+|1053-1893|ARO:3000410|sul1	(404) 31214328- (1243)	404	1243	31214328	404	1188	840	Different	(404) 31214328- (1243)	404	1243	31214328	404	1243	31214328	Full	404	1188	840	404	1243	31214328	Different
96	gb|JN118546|+|1761-2562|ARO:3001500|OXA-251	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	1	626	801	Different	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	8	808	26012357, 758212	Different	1	626	801	8	808	26012357, 758212	Different
97	gb|JN596280|+|1918-2782|ARO:3002348|GES-19	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
98	gb|JN596280|+|2847-3711|ARO:3002349|GES-20	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
99	gb|JQ028729|+|0-864|ARO:3002347|GES-18	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
100	gb|JQ364968|+|3332-4229|ARO:3002252|CARB-14	(146) 267426-, 63777837- (82) , (146) 267426-, 5625755+ (82)	146, 146	82, 82	267426, 63777837,267426, 5625755	146	958	897	Different	(146) 267426-, 63777837- (82) , (146) 267426-, 5625755+ (82)	146, 146	82, 82	267426, 63777837,267426, 5625755	146	1042	267426, 63777837	Different	146	958	897	146	1042	267426, 63777837	Different
101	gb|JQ772478|+|140-1004|ARO:3002350|GES-21	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
102	gb|JQ808129|+|633-1188|ARO:3002546|AAC(6')-Ib	(26) 2728545- (580)	26	580	2728545	26	525	555	Different	(26) 2728545- (580)	26	580	2728545	26	580	2728545	Full	26	525	555	26	580	2728545	Different
103	gb|JX023441|+|37-901|ARO:3002351|GES-22	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
104	gb|JX089628|+|0-801|ARO:3001499|OXA-240	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	1	626	801	Different	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	8	808	26012357, 758212	Different	1	626	801	8	808	26012357, 758212	Different
105	gb|JX101693.1|+|58200-58833|ARO:3002676|catB3	(86) 31534610- (718)	86	718	31534610	86	663	633	Different	(86) 31534610- (718)	86	718	31534610	86	718	31534610	Full	86	663	633	86	718	31534610	Different
106	gb|KC170992.1|+|8362-9142|ARO:3003687|APH(3')-VI	(180) 6903442+, 506744- (243) , (180) 6903442+, 86408359- (241)	180, 180	243, 241	6903442, 506744,6903442, 86408359	180	716	780	Different	(180) 6903442+, 506744- (243) , (180) 6903442+, 86408359- (241)	180, 180	243, 241	6903442, 506744,6903442, 86408359	180	959	6903442, 506744	Different	180	716	780	180	959	6903442, 506744	Different
107	gb|KF711993|+|0-801|ARO:3001807|OXA-246	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	1	626	801	Different	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	8	808	26012357, 758212	Different	1	626	801	8	808	26012357, 758212	Different
108	gb|KF921535.1|+|617-1091|ARO:3002859|dfrA14	(71) 85537095+ (544)	71	544	85537095	71	489	474	Different	(71) 85537095+ (544)	71	544	85537095	71	544	85537095	Full	71	489	474	71	544	85537095	Different
109	gb|KJ420612.1|+|1821-2622|ARO:3001409|OXA-14	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	1	626	801	Different	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	8	808	26012357, 758212	Different	1	626	801	8	808	26012357, 758212	Different
110	gb|KJ657570|+|0-801|ARO:3001495|OXA-233	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	1	626	801	Different	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	8	808	26012357, 758212	Different	1	626	801	8	808	26012357, 758212	Different
111	gb|KJ865754|+|0-828|ARO:3001606|OXA-415	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	740	828	Different	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	898	32571183, 5674312	Different	71	740	828	71	898	32571183, 5674312	Different
112	gb|KP096411|+|0-864|ARO:3003181|GES-26	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	901	864	Different	(93) 32422725-, 5613425+ (32) , (93) 32422725-, 32146774- (32)	93, 93	32, 32	32422725, 5613425,32422725, 32146774	93	956	32422725	Different	93	901	864	93	956	32422725	Different
113	gb|KP265721.1|+|331-1558|ARO:3004608|EreD	(161) 1761822+ (1387)	161	1387	1761822	161	1332	1227	Different	(161) 1761822+ (1387)	161	1387	1761822	161	1387	1761822	Full	161	1332	1227	161	1387	1761822	Different
114	gb|KR091911.1|-|74564-75350|ARO:3002578|AAC(6')-Ib7	0	0	0	0	1	525	786	Different	0	0	0	0	57	842	4502681, 31214326, 15299651, 22715649, 50555643, 32286601, 24065316, 3274129, 60915537, 2728545	Different	1	525	786	57	842	4502681, 31214326, 15299651, 22715649, 50555643, 32286601, 24065316, 3274129, 60915537, 2728545	Different
115	gb|KT736121.1|+|1176-1977|ARO:3001555|OXA-368	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	1	626	801	Different	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	8	808	26012357, 758212	Different	1	626	801	8	808	26012357, 758212	Different
116	gb|L09246|+|543-981|ARO:3002554|AAC(6')-Ig	34689- (421)	421	421	34689	1	366	438	Different	34689- (421)	421	421	34689	1	421	34689	Different	1	366	438	1	421	34689	Different
117	gb|L42817|+|201-936|ARO:3000522|ErmG	(82) 2101349- (816)	82	816	2101349	82	761	735	Different	(82) 2101349- (816)	82	816	2101349	82	816	2101349	Full	82	761	735	82	816	2101349	Different
118	gb|LC037981|+|0-801|ARO:3003610|OXA-454	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	1	626	801	Different	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	8	808	26012357, 758212	Different	1	626	801	8	808	26012357, 758212	Different
119	gb|LN873256.1|-|3238-4027|ARO:3004682|aadA27	(172) 96908+, 293994+ (163) , (172) 96908+, 31639+ (163)	172, 172	163, 163	96908, 293994,96908, 31639	172	797	789	Different	(172) 96908+, 293994+ (163) , (172) 96908+, 31639+ (163)	172, 172	163, 163	96908, 293994,96908, 31639	172	960	96908, 293994	Different	172	797	789	172	960	96908, 293994	Different
120	gb|M17124|+|1181-1982|ARO:3000498|ErmF	(3) 26006141+ (803)	3	803	26006141	3	748	801	Different	(3) 26006141+ (803)	3	803	26006141	3	803	26006141	Full	3	748	801	3	803	26006141	Different
121	gb|M18896.2|+|206-2126|ARO:3000190|tetO	(254) 4147608+, 3205126+, 17316950- (60)	254	60	4147608, 3205126, 17316950	254	696	1920	Different	(254) 4147608+, 3205126+, 17316950- (60)	254	60	4147608, 3205126, 17316950	254	2173	4147608, 3205126, 17316950	Different	254	696	1920	254	2173	4147608, 3205126, 17316950	Different
122	gb|M35190.1|+|308-932|ARO:3004454|Campylobacter_coli_chloramphenicol_acetyltransferase	(102) 7014724- (704)	102	704	7014724	102	649	624	Different	(102) 7014724- (704)	102	704	7014724	102	708	7014724	Different	102	649	624	102	708	7014724	Different
123	gb|M37699|+|585-1752|ARO:3000205|tetX	(643) 5620851- (1809)	643	1809	5620851	643	1754	1167	Different	(643) 5620851- (1809)	643	1809	5620851	643	1809	5620851	Full	643	1754	1167	643	1809	5620851	Different
124	gb|M55620|+|0-660|ARO:3002687|catQ	(393) 5986788- (1052)	393	1052	5986788	393	997	660	Different	(393) 5986788- (1052)	393	1052	5986788	393	1052	5986788	Full	393	997	660	393	1052	5986788	Different
125	gb|M72415.1|+|1120-1984|ARO:3004683|aadS	(3254) 18574655-, 224504+ (836) , (86) 3210281-, 224504+ (836)	3254, 86	836, 836	18574655, 224504,3210281, 224504	1	781	864	Different	(3254) 18574655-, 224504+ (836) , (86) 3210281-, 224504+ (836)	3254, 86	836, 836	18574655, 224504,3210281, 224504	3254	4117	18574655, 224504	Different	1	781	864	3254	4117	18574655, 224504	Different
126	gb|M95287.4|+|2455-3283|ARO:3001397|OXA-2	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	740	828	Different	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	898	32571183, 5674312	Different	71	740	828	71	898	32571183, 5674312	Different
