Unnamed: 0	Query	Path_Bandage	Start_Bandage	End_Bandage	Extracted_Path	Start_SPAligner	End_SPAligner	Length_SPAligner	Path_SPAligner	Path_GraphAligner	Start_GraphAligner	End_GraphAligner	BandageVSSPAligner	FinalResultsBandageVSSPAligner	SPAlignerVSGraphAligner	FinalResultsSPAlignerVSGraphAligner	BandageVSGraphAligner	ResultsBandageVSGraphAligner	FinalResultBandageVSGraphAligner
304	gb|EU019536|+|0-825|ARO:3001635|OXA-82	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
305	gb|EU024485|+|0-861|ARO:3001151|SHV-102	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
306	gb|EU029998|+|575-1400|ARO:3001440|OXA-115	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
307	gb|EU032604|+|0-861|ARO:3001152|SHV-103	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
308	gb|EU085533|+|0-519|ARO:3002591|AAC(6')-Ib-Suzhou	(114) 104606+ (632)	114	632	104606	113	577	464	104606	104606	114	632	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
309	gb|EU155018|+|0-861|ARO:3001150|SHV-101	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
310	gb|EU220744|+|0-786|ARO:3001441|OXA-116	(54168) 246080- (54953)	54168	54953	246080	54167	54894	727	246080	246080	54168	54953	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
311	gb|EU255291.1|+|0-825|ARO:3001444|OXA-122	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
312	gb|EU255292.1|+|0-825|ARO:3001445|OXA-123	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
313	gb|EU255293.1|+|0-825|ARO:3001446|OXA-124	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
314	gb|EU255294.1|+|0-825|ARO:3001447|OXA-125	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
315	gb|EU255295.1|+|0-825|ARO:3001448|OXA-126	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
316	gb|EU255296.1|+|0-825|ARO:3001449|OXA-127	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
317	gb|EU274580|+|214-1075|ARO:3001030|TEM-164	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
318	gb|EU274581|+|0-861|ARO:3001153|SHV-104	(18) 1612535+ (877)	18	877	1612535	17	822	805	1612535	1612535	18	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
319	gb|EU294228.1|+|21241-22717|ARO:3003109|msrE	(3210) 638787+ (4685)	3210	4685	638787	3209	4630	1421	638787	638787	3210	4685	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
320	gb|EU342351|+|172-1033|ARO:3001118|SHV-63	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
321	gb|EU358785|+|720-1521|ARO:3001803|OXA-142	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
322	gb|EU375515|+|0-825|ARO:3001648|OXA-128	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
323	gb|EU418913|+|16-877|ARO:3001158|SHV-109	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
324	gb|EU547445|+|0-825|ARO:3001651|OXA-130	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
325	gb|EU547446|+|0-825|ARO:3001652|OXA-131	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
326	gb|EU547447|+|0-825|ARO:3001653|OXA-132	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
327	gb|EU571228|+|822-1644|ARO:3001702|OXA-133	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
328	gb|EU586041|+|0-861|ARO:3001112|SHV-56	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
329	gb|EU652244.1|+|0-1152|ARO:3003871|ADC-39	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
330	gb|EU670845|+|1594-2419|ARO:3001655|OXA-138	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
331	gb|EU815939|+|0-861|ARO:3001029|TEM-163	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
332	gb|FJ194494|+|171-996|ARO:3001779|OXA-146	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
333	gb|FJ194944|+|46-907|ARO:3001154|SHV-105	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
334	gb|FJ196385|-|8531-9323|ARO:3000413|sul3	(234) 206563+ (1025)	234	1025	206563	233	970	737	206563	206563	234	1025	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
335	gb|FJ197316|+|0-861|ARO:3001032|TEM-166	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
336	gb|FJ360884|+|213-1074|ARO:3001033|TEM-167	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
337	gb|FJ405211|+|0-861|ARO:3000926|TEM-57	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
338	gb|FJ460181|+|1790-2582|ARO:3002617|aadA17	(11) 104600- (800)	11	800	104600	10	727	717	104600	104600	11	802	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	MatchOnPathAndStart	SinglePathMatch	SinglePathMatch
339	gb|FJ503047|+|0-519|ARO:3002592|AAC(6')-Ib-Hangzhou	(114) 104606+ (632)	114	632	104606	113	577	464	104606	104606	114	632	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
340	gb|FJ666064|+|0-1194|ARO:3002498|PDC-2	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
341	gb|FJ666065|+|0-1194|ARO:3002497|PDC-1	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
342	gb|FJ666066|+|0-1194|ARO:3002500|PDC-3	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
343	gb|FJ666067|+|0-1194|ARO:3002501|PDC-4	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
344	gb|FJ666068|+|0-1194|ARO:3002502|PDC-5	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
345	gb|FJ666069|+|0-1194|ARO:3002505|PDC-6	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
346	gb|FJ666070|+|0-1194|ARO:3002506|PDC-7	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
347	gb|FJ666071|+|0-1194|ARO:3002507|PDC-8	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
348	gb|FJ666072|+|0-1194|ARO:3002508|PDC-9	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
349	gb|FJ666073|+|0-1194|ARO:3002509|PDC-10	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
350	gb|FJ668814|+|76-937|ARO:3001059|SHV-1	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
351	gb|FJ790516|+|1287-2085|ARO:3001804|OXA-145	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
352	gb|FJ807656|+|0-861|ARO:3001020|TEM-154	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
353	gb|FJ848783|+|1270-2071|ARO:3001801|OXA-147	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
354	gb|FJ854362|+|1702-2257|ARO:3002576|AAC(6')-Ib3	(78) 104606+ (632)	78	632	104606	77	577	500	104606	104606	78	632	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
355	gb|FJ872530|+|0-825|ARO:3002480|OXA-144	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
356	gb|FJ873740|+|0-858|ARO:3001035|TEM-169	"(47) 3478183-, 50639855- (34) , (47) 3478183-, 36393793+ (34)"	"47, 47"	"34, 34"	"3478183, 50639855,3478183, 36393793"	46	849	803	3478183	3478183	47	904	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
357	gb|FJ905898.1|+|328-802|ARO:3004547|dfrA6	(8) 54829473- (481)	8	481	54829473	7	426	419	54829473	54829473	8	481	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
358	gb|FJ919776|+|208-1069|ARO:3001034|TEM-168	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
359	gb|FN594949|+|25244-27167|ARO:3000556|tet44	(1264) 1758066+ (3186)	1264	3186	1758066	1263	3131	1868	1758066	1758066	1264	3186	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
360	gb|FN649414.1|+|2765050-2766355|ARO:3004611|Escherichia_coli_ampC1_beta-lactamase	(414) 2924723- (1718)	414	1718	2924723	413	1663	1250	2924723	2924723	414	1718	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
361	gb|FN652295|+|0-861|ARO:3001042|TEM-177	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
362	gb|FO203501.1|+|5123640-5125365|ARO:3005047|eptB	0	0	0	0	"7394,0"	"8579,537"	1185;537	1604265;54335162	1604265	7395	8634	Different	Different	Different	Different	Different	Different	Different
363	gb|FO834906.1|+|304977-306633|ARO:3005053|ArnT	(685) 1839648+ (2340)	685	2340	1839648	684	2285	1601	1839648	1839648	685	2340	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
364	gb|FR717535|+|0-861|ARO:3000910|TEM-40	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
365	gb|FR848831|+|0-861|ARO:3001375|TEM-184	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
366	gb|FR853176|+|0-825|ARO:3001486|OXA-208	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
367	gb|FR865168|+|0-825|ARO:3001488|OXA-216	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
368	gb|GQ149347|+|5269-6130|ARO:3001037|TEM-171	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
369	gb|GQ390805|+|0-813|ARO:3001170|SHV-123	(17) 1612535+ (829)	17	829	1612535	16	774	758	1612535	1612535	17	829	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
370	gb|GQ390806|+|0-813|ARO:3001171|SHV-124	(17) 1612535+ (829)	17	829	1612535	16	774	758	1612535	1612535	17	829	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
371	gb|GQ390807|+|0-813|ARO:3001172|SHV-125	(17) 1612535+ (829)	17	829	1612535	16	774	758	1612535	1612535	17	829	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
372	gb|GQ390808|+|0-813|ARO:3001173|SHV-126	(17) 1612535+ (829)	17	829	1612535	16	774	758	1612535	1612535	17	829	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
373	gb|GQ390809|+|0-813|ARO:3001174|SHV-127	(17) 1612535+ (829)	17	829	1612535	16	774	758	1612535	1612535	17	829	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
374	gb|GQ423625.1|+|0-825|ARO:3001442|OXA-117	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
375	gb|GQ853679|+|0-825|ARO:3001453|OXA-148	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
376	gb|GQ853680|+|0-825|ARO:3001454|OXA-149	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
377	gb|GQ853681|+|0-825|ARO:3001455|OXA-150	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
378	gb|GQ891757|+|2004-2661|ARO:3002801|QnrVC4	(293) 53070132+ (949)	293	949	53070132	292	894	602	53070132	53070132	293	949	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
379	gb|GU371926|-|50304-51165|ARO:3000903|TEM-33	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
380	gb|GU437214.1|+|0-774|ARO:3000858|armA	(138) 638787+ (911)	138	911	638787	137	856	719	638787	638787	138	911	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
381	gb|GU550123|+|144-1005|ARO:3001041|TEM-176	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
382	gb|GU591983.1|+|0-1152|ARO:3004615|ADC-11	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
383	gb|GU827715|+|0-861|ARO:3001176|SHV-129	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
384	gb|GU932590|+|0-861|ARO:3001175|SHV-128	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
385	gb|HE616889|+|1826-2627|ARO:3001502|OXA-256	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
386	gb|HE963768|+|0-825|ARO:3001672|OXA-120	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
387	gb|HE963769|+|0-825|ARO:3001673|OXA-248	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
388	gb|HE963770|+|0-825|ARO:3001674|OXA-249	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
389	gb|HE963771|+|0-825|ARO:3001675|OXA-250	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
390	gb|HE981194|+|0-861|ARO:3001347|SHV-164	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
391	gb|HF947514|+|0-825|ARO:3001504|OXA-309	(157) 5350482- (984)	157	984	5350482	156	929	773	5350482	5350482	157	984	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
392	gb|HG931732.1|+|0-825|ARO:3001559|OXA-373	(157) 5350482- (984)	157	984	5350482	156	929	773	5350482	5350482	157	984	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
393	gb|HG934763|+|0-861|ARO:3001394|TEM-217	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
394	gb|HG934764|+|0-864|ARO:3001351|SHV-183	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
395	gb|HM113558|+|0-825|ARO:3001656|OXA-172	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
396	gb|HM113559|+|0-825|ARO:3001657|OXA-173	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
397	gb|HM113560|+|0-825|ARO:3001658|OXA-174	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
398	gb|HM113561|+|0-825|ARO:3001659|OXA-175	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
399	gb|HM113562|+|0-825|ARO:3001660|OXA-176	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
400	gb|HM113563|+|0-825|ARO:3001661|OXA-177	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
401	gb|HM113564|+|0-825|ARO:3001472|OXA-178	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
402	gb|HM246246|+|211-1069|ARO:3001047|TEM-187	"(47) 3478183-, 50639855- (33) , (47) 3478183-, 36393793+ (33)"	"47, 47"	"33, 33"	"3478183, 50639855,3478183, 36393793"	46	848	802	3478183	3478183	47	904	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
403	gb|HM488986|+|0-822|ARO:3001465|OXA-165	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
404	gb|HM488987|+|0-822|ARO:3001466|OXA-166	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
405	gb|HM488988|+|0-822|ARO:3001467|OXA-167	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
406	gb|HM488989|+|0-822|ARO:3001468|OXA-168	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
407	gb|HM488990|+|0-822|ARO:3001469|OXA-169	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
408	gb|HM488991|+|0-822|ARO:3001470|OXA-170	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
409	gb|HM488992|+|0-822|ARO:3001471|OXA-171	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
410	gb|HM559945|+|0-861|ARO:3001178|SHV-134	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
